,similarities,Code,filepath
124,0.7219396958898495,"    const username = loginForm.username.value;
",login-page.js
125,0.7213850550919324,"    const password = loginForm.password.value;
",login-page.js
126,0.7208948288303598,"
",login-page.js
127,0.7045585838190033,"    if (username === ""user"" && password === ""web_dev"") {
",login-page.js
128,0.7040440446192734,"        alert(""You have successfully logged in."");
",login-page.js
129,0.7166242768052375,"        location.reload();
",login-page.js
130,0.6679868933257653,"    } else {
",login-page.js
131,0.7499466478121287,"        loginErrorMsg.style.opacity = 1;
",login-page.js
132,0.6797910403665944,"    }
",login-page.js
133,0.7212594282954019,}),login-page.js
